apm_code,nombre,estado,lifecycle_status,clase_aplicacion,tipo_de_aplicacion,icr_relevant,data_protection_relevant
AP04761.90, Enel X GLobal-- Finance - TRCM,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP36469, GDS Recharge Tool,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP04919.22,.0E4E I&N SAP ECC (DIP) 010 -- TR,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),true,false
IT06321,1ST,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP04117,2BEAT- PERU,Active,Validated,Business Transactional,Custom (developed from the scratch),false,false
AP04116,2BEAT-COLOMBIA,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
AP04024.01,2BEAT-IoT-ITALY,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04024,2BEAT-ITALY,Active,Production,Business Analytics,Custom (developed from the scratch),false,true
AP35151,2BEAT-PRODUCT,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
AP11753,3D SIMULATOR,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36564,3SUN  Gigafactory CRM,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP36855,3SUN Archive,In Review,Definition,,,false,false
AP36377,3Sun Gigafactory Website,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP36151,4asset,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35116,5PPA,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP35116.01,5PPA mobile,Active,Validated,Business Transactional,Custom (developed from the scratch),false,false
AP36737,5RO-EPP,Active,Validated,Power APP,Custom (developed from the scratch),false,false
AP05837.08,5RO_Argentina,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP05837.03,5RO_Brasil,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP05837.01,5RO_Brasil_CE,Active,Decommissioning,Business Transactional,Custom (developed from the scratch),false,true
AP05837.02,5RO_Brasil_RJ,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP05837.04,5RO_Brasil_SP,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP05837.06,5RO_Chile,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP05837.09,5RO_Colombia,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP05461,5RO_IBERIA,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP35521,5RO_ITALY,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP05837.07,5RO_Peru,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP23151,5RO_ROMANIA,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP23151.01,5RO_ROMANIA Mobile,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP05837,5RO_SOUTH AMERICA,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
IT00162,770 consolidato,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP36167,A.I. - SNow Sol. x automatic Sod Rel. ,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP36826,ABB 800xa,Active,Validated,ICS-OT,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP31517,ABB SUBSTATION SCADA SYSTEM - EGP ROMANIA,Active,Production,ICS-OT,COTS (Commercial Off-The-Shelf NOT customized),false,false
IT00285,Abbonamenti,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP36615,Accestage AFC Brasil,Active,Validated,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP03916.01,ActionNET CEARA BRAZIL,Active,Production,ICS-OT,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP03919.01,ActionNET RIO BRAZIL,Active,Validated,ICS-OT,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36850,Actividades de Mantenimiento-GT,Active,Validated,Power APP,Custom (developed from the scratch),false,false
DD00090,Actual Financial,In Review,Definition,,,false,false
IT00012,AD,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP04856,ADELE,Active,Production,Business Transactional,Custom (developed from the scratch),true,true
AP06952.05,ADFS,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP06916,Administración Paramétricas SSCC,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04328,ADMINISTRADOR DE LECTURAS PERU,Active,Production,Business Transactional,Custom (developed from the scratch),true,true
AP36276,Administradores de Finca (Web),Active,Validated,Business Transactional,Custom (developed from the scratch),false,false
DD00096,Administration DEA KPI,In Review,Definition,Technical infrastructures,Custom (developed from the scratch),false,false
AP18152,ADMS Italia,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP18152.C5,ADMS-ITA_Bari,Active,Production,ICS-OT,Custom (developed from the scratch),false,false
AP18152.B2,ADMS-ITA_Bologna,Active,Production,ICS-OT,Custom (developed from the scratch),false,false
AP18152.D1,ADMS-ITA_Cagliari,Active,Production,ICS-OT,Custom (developed from the scratch),false,false
AP18152.C7,ADMS-ITA_Catanzaro,Active,Production,ICS-OT,Custom (developed from the scratch),false,false
AP18152.B3,ADMS-ITA_Firenze,Active,Production,ICS-OT,Custom (developed from the scratch),false,false
AP18152.B6,ADMS-ITA_L'Aquila,Active,Production,ICS-OT,Custom (developed from the scratch),false,false
AP18152.B9,ADMS-ITA_Latina,Active,Production,ICS-OT,Custom (developed from the scratch),false,false
AP18152.A1,ADMS-ITA_Milano,Active,Production,ICS-OT,Custom (developed from the scratch),false,false
AP18152.C2,ADMS-ITA_Napoli,Active,Production,ICS-OT,Custom (developed from the scratch),false,false
AP18152.C8,ADMS-ITA_Palermo,Active,Production,ICS-OT,Custom (developed from the scratch),false,false
AP18152.A2,ADMS-ITA_Torino,Active,Production,ICS-OT,Custom (developed from the scratch),false,false
AP18152.A6,ADMS-ITA_Venezia,Active,Production,ICS-OT,Custom (developed from the scratch),false,false
AP17551,ADN SPAIN,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
DD00045,Adoption Data,In Review,Definition,,,false,false
SO00211,Adoption Support Platform - COSDH,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP35064,ADP - Enel North America,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),true,false
AP35064.01,ADP - Enel North America - Android Mobile App,Active,Validated,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35064.02,ADP - Enel North America - IOS Mobile App,Active,Validated,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35890,ADP TeamPay -Canada,In Review,Definition,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP10371.05,ADR,Active,Validated,Business Analytics,Custom (developed from the scratch),false,false
AP31835,Advanced Analytics I&TS,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
SO00229,Advanced Sensors Industrialization GRIDSPERTISE,Active,Validated,ICS-OT,Custom (developed from the scratch),false,false
AP09432.04,AFC - Monthly Forecast,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP35869,AFC DH - Catalyst,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35869.02,AFC DH - Catalyst - Enel X,In Review,Definition,Technical infrastructures,Custom (developed from the scratch),false,false
AP35869.06,AFC DH - Catalyst - Enel X Global Retail,Active,Validated,Business Analytics,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35869.03,AFC DH - Catalyst - Global Trading,In Review,Definition,Technical infrastructures,Custom (developed from the scratch),false,false
AP35869.01,AFC DH - Catalyst - GPG,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf customized),false,false
AP35869.04,AFC DH - Catalyst - Holding,In Review,Definition,Technical infrastructures,Custom (developed from the scratch),false,false
AP35869.05,AFC DH - Catalyst - I&N,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35869.10,AFC DH - Catalyst - Self BI,In Review,Definition,Technical infrastructures,Custom (developed from the scratch),false,false
AP35869.08,AFC DH - Catalyst - Services,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35869.07,AFC DH - Catalyst - Staff ,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35869.09,AFC DH - Catalyst - Trading,In Review,Definition,Technical infrastructures,Custom (developed from the scratch),false,false
AP35511,AFC DH - Data Quality,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf NOT customized),false,false
SO00219,AFC DH DEA KPI Platform Solut,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
DD00061,AFC DH Platform,In Review,Definition,,,false,false
AP04761.K3,AFC ENEL+BPO para RO,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07234,AFC OMNICHANNEL INTERACTION PLATFORM (OIP),Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP07234.11,AFC OMNICHANNEL INTERACTION PLATFORM (OIP) - AFRICA,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07234.17,AFC OMNICHANNEL INTERACTION PLATFORM (OIP) - ARGENTINA,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07234.12,AFC OMNICHANNEL INTERACTION PLATFORM (OIP) - AUSTRALIA,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07234.01,AFC OMNICHANNEL INTERACTION PLATFORM (OIP) - BRAZIL,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07234.14,AFC OMNICHANNEL INTERACTION PLATFORM (OIP) - CHILE,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07234.16,AFC OMNICHANNEL INTERACTION PLATFORM (OIP) - COLOMBIA,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07234.07,AFC OMNICHANNEL INTERACTION PLATFORM (OIP) - COSTA RICA GUATEMALA PANAMA,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07234.04,AFC OMNICHANNEL INTERACTION PLATFORM (OIP) - ENEL X UK IRELAND POLAND,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07234.05,AFC OMNICHANNEL INTERACTION PLATFORM (OIP) - GERMANY,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07234.03,AFC OMNICHANNEL INTERACTION PLATFORM (OIP) - GREECE,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07234.13,AFC OMNICHANNEL INTERACTION PLATFORM (OIP) - INDIA INDONESIA SINGAPORE,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07234.18,AFC OMNICHANNEL INTERACTION PLATFORM (OIP) - ITALIA,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07234.06,AFC OMNICHANNEL INTERACTION PLATFORM (OIP) - NETHERLANDS,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07234.15,AFC OMNICHANNEL INTERACTION PLATFORM (OIP) - PERU,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07234.09,AFC OMNICHANNEL INTERACTION PLATFORM (OIP) - ROMANIA,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07234.02,AFC OMNICHANNEL INTERACTION PLATFORM (OIP) - SPAIN PORTUGAL,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07234.10,AFC OMNICHANNEL INTERACTION PLATFORM (OIP) - USA CANADA MEXICO,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07234.19,AFC OMNICHANNEL INTERACTION PLATFORM (OIP) ? GRIDSPERTISE,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP05703,AFC Operational Reporting,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),true,false
AP35608,AFC Platform,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP09432.01,AFC Predictive - Data Cleansing,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP35819,AFC SAP Solution Manager (S31),Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf customized),false,false
AP36605,AFCDH - IBM CloudPak for Data,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP02212,AGORA,Active,Production,Business Transactional,Custom (developed from the scratch),true,true
AP05914,AGUI Argentina,In Review,Definition,,,false,false
AP36577,AI 4 Vegetation-Microsoft,Active,Validated,PoC (Proof of Concept),Custom (developed from the scratch),false,false
SO00135,AI for Working Capital,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP32452.02,AI-Ecosystem & MLF-GDH,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP35783,AIN GPG (Asset Intelligence Network),Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35566,AIP - Microsoft Information Protection,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP02221.01,AIRE EE,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
IT05941,AIRE Spain,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP02221,AIRE XXI,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP36563,AI_Vibra,Active,Validated,PoC (Proof of Concept),Custom (developed from the scratch),false,false
AP36754,Akamas,In Review,Definition,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP05200.01,Algotrading,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
SO00075,Algotrading Solution,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
IT05725,Aligne,Active,Read Only,Business Transactional,COTS (Commercial Off-The-Shelf customized),true,false
AP36786,ALL IN ONE,In Review,Definition,Power APP,,false,false
IT04941,ALLEGRO,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),true,false
IT04941.10,ALLEGRO - CL,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
IT04941.05,ALLEGRO - CO,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),true,false
IT04941.02,ALLEGRO - ES,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),true,false
IT04941.01,ALLEGRO - IT,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
IT04941.18,ALLEGRO - ROMANIA - GAS,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
IT04941.13,ALLEGRO - ROMANIA - POWER,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
IT04941.07,ALLEGRO - TRADING - IT,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),true,false
IT04941.16,ALLEGRO 24x5,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
IT04941.11,ALLEGRO AMS,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf customized),false,false
IT04941.08,ALLEGRO clients,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
IT04941.12,Allegro GAS ITA,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),true,false
IT04941.06,Allegro NA,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),true,false
IT04941.09,Allegro-Imos integration,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
IT04941.04,Allegro4Risk,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP15911,ALT Logger,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP36711,ALTA-PENALIZACIONES_V1,Active,Validated,Power APP,Custom (developed from the scratch),false,false
AP36811,Altium for Gridspertise,Active,Validated,PoC (Proof of Concept),Custom (developed from the scratch),false,false
AP36144,AMAD,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
IT05942,AMATIA COLOMBIA,Active,Production,Business Transactional,Custom (developed from the scratch),true,true
AP35050,AMATIA COLOMBIA GENERACION,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP36198,AMATIA PERU,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP03869,AMM Suite Solution Center,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
AP22371,AMPPER - Commissioning,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
SO00251,AMSGuardianAI,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
IT01063,ANAGRAFE TRIBUTARIA - UNIFICATA,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP10771.03,Analisi Antifrode,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,true
AP36200.01,Analisi controparti AAO GPG,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP36030.01,Analisi Controparti Argentina,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP35954.01,Analisi Controparti Brazil,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,true
AP35956.01,Analisi Controparti Chile,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,true
AP35973.01,Analisi Controparti Colombia,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP10771.02,Analisi Controparti EGP,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP35934.01,Analisi Controparti ENA,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP36200.02,Analisi Controparti Holding,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP10771.01,Analisi Controparti ITA,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,true
AP35952.01,Analisi Controparti Mexico,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP36036.01,Analisi Controparti Peru,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP35953.01,Analisi Controparti Spain,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP36734,Análisis de Fallas_RNO,Active,Validated,Power APP,Custom (developed from the scratch),false,false
AP05083,Análisis Inteligencia,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf customized),false,false
AP36713,ANALISIS-PENALIZACIONES_V1,Active,Validated,Power APP,Custom (developed from the scratch),false,false
AP36169.06,Analitica Cefaco,In Review,Definition,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP36169.05,Analitica Empresa,In Review,Definition,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP36169.04,Analitica Gran Publico,In Review,Definition,Business Analytics,Custom (developed from the scratch),false,false
AP02260.09,AnaliticaCefaco,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,true
AP02260.08,AnaliticaEmpresa,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP05352.17,Analytics per HSEQ-Monitoraggio Addetti Emergenze,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP05352.18,Analytics per Security - Furti Impianti,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP05352.11,Analytics per Security-Anti Frode,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP05352.10,Analytics per Security-Controllo Accessi,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,true
AP36331,Analytics Sustainability,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf customized),true,false
AP36750,AnalytiX,In Review,Definition,Power APP,Custom (developed from the scratch),false,false
AP03461,Andrómeda,Active,Read Only,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP31991.07,ANSE,Active,Validated,Business Transactional,Custom (developed from the scratch),false,false
AP02277,ANTARES,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,true
AP07332,AOF,Active,Production,Business Transactional,Custom (developed from the scratch),true,true
AP29811,AP GCORE,Active,Read Only,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP29811.03,AP GOM,Active,Read Only,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36722,APACHE GUACAMOLE REMOTE SERVICE BRAZIL,Active,Production,ICS-OT,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP01769,APLICACIÓN MÓVIL LECTURA CHILE,Active,Production,Business Transactional,Custom (developed from the scratch),true,false
AP05112,APLICATEC,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP32174,APM (ICT application portfolio management),Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP35035,APM EMPTY,Active,Validated,PoC (Proof of Concept),COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35035.01,APM EMPTY - ITALY,Active,Validated,PoC (Proof of Concept),COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35035.02,APM Empty - Spain,Active,Validated,PoC (Proof of Concept),COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35035.03,APM empty Brasil ,Active,Validated,PoC (Proof of Concept),COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35035.04,APM empty Cile ,Active,Validated,PoC (Proof of Concept),COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35035.05,APM empty Colombia ,Active,Validated,PoC (Proof of Concept),COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35035.06,APM empty Perù -  attribuzione applicazioni non censite,Active,Validated,PoC (Proof of Concept),COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35035.07,APM empty Romania ,Active,Validated,PoC (Proof of Concept),COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35035.08,APM empty USA,Active,Validated,PoC (Proof of Concept),COTS (Commercial Off-The-Shelf NOT customized),false,false
AP04394,Apoyo a la Conciliación Contable (ACC),Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP32474,APP 5RO - 5 REGLAS DE ORO (PERU GPG),Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP11191,APP ATON,In Review,Definition,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
IT06082.01,APP CEPI Android,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
IT06082.02,APP CEPI iOS,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP35551,APP E-ntro,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
SO00233,App Enel Energia Mobile,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
SO00233.02,App Enel Energia Mobile - Android,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
SO00233.01,App Enel Energia Mobile - iOS,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP31930.07,APP Enel Retail Ceará Android,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP31930.15,APP Enel Retail Ceará IOS,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP31930.03,APP Enel Retail Chile Android,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP31930.11,APP Enel Retail Chile IOS,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP31930.02,APP Enel Retail Colombia Android,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP31930.10,APP Enel Retail Colombia IOS,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP31930,APP Enel Retail Latam,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP31930.01,APP Enel Retail Peru Android,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP31930.09,APP Enel Retail Peru IOS,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP31930.06,APP Enel Retail Rio Android,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP31930.13,APP Enel Retail Rio IOS,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP31930.17,APP Enel Retail São Paulo Android,Active,Validated,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP31930.18,APP Enel Retail São Paulo IOS,Active,Validated,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP15051,App Enel X Yourban,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP15051.02,App Enel X Yourban - Android,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP15051.01,App Enel X Yourban - iOS,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP18791,APP Inspección de Rodetes,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP18791.01,APP Inspección de Rodetes - Mobile,In Review,Definition,Business Transactional,Custom (developed from the scratch),false,false
SO00244,App Inspeccion Rodetes V2 Platformization,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
AP06323,APP Inspecciones y Precintos,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,true
AP08454,APP JuicePass,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP08454.01,APP JuicePass  - iOS,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP08454.02,App JuicePass - Android,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP05275,App Management Tools,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP01713,APP Movil Argentina,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP04026.18,App Sigilli,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,true
AP02110.01,APP Web de Contratistas,Active,Validated,Business Transactional,Custom (developed from the scratch),false,true
AP19091,APP-EMERGENCIAS,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP18591,app4customer eDistribuzione,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04486,AppCom,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04486.02,APPCOM - Mobile App iOS,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP04486.01,APPCOM Mobile App Android,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP19091.01,AppEmergencias Android,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP36765,APPLICATION POUR  LA CREATION  DE FVA,In Review,Definition,Power APP,,false,false
AP35543,Application_Enelbox,Active,Decommissioning,Business Transactional,Custom (developed from the scratch),false,false
AP05929,Applicazione per SAM CELG,Active,Validated,PoC (Proof of Concept),COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36779,appMoca,In Review,Definition,Power APP,,false,false
AP35969.04,AppSync-POC,Active,Validated,PoC (Proof of Concept),COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35752,APPTIO,Active,Read Only,Business Analytics,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP19671,APPWEB I&N - PERU,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP25431,AppWMateriais Brazil,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP25471,AppWServicos Brazil,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP36714,APP_NAS,Active,Validated,Power APP,Custom (developed from the scratch),false,false
AP36206,APR Pre-APR,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
