apm_code,nombre,estado,lifecycle_status,clase_aplicacion,tipo_de_aplicacion,icr_relevant,data_protection_relevant
AP29632.02,Core Network Milano -Internet Exit,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP29633,Core Network Roma,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP29633.02,Core Network Roma - Internet Exit,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP29633.03,Core Network Roma - O365,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP29633.01,Core Network Roma - VPN,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
IT02801,CoRiM,Active,Production,Business Transactional,Custom (developed from the scratch),true,false
AP28531,corporate volunteering - connecting energies,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35742,Corydoras - Data Quality GP  tool,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP31652.06,cos,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP35721,COS DH Platform,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
SO00032,COS DH Solution_Snoop,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf customized),false,false
AP04697.01,Cost Optimization Tools,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36323.06,Costa Rica Local OT Infrastructure,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
DD00079,Counterparty,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
SO00107,Counterparty Rating Portal Solution,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP35653,CPF,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP36295,CPI - Middleware,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf customized),true,false
AP06172,CPML,Active,Production,Business Analytics,Custom (developed from the scratch),true,true
AP36597,CPP - Plataforma Chamada Pública de Projetos ,Active,Validated,Business Analytics,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP05375,CRED,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
SO00195,CRED Solution,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
DD00081,Credit  Risk ,In Review,Definition,Technical infrastructures,Custom (developed from the scratch),false,false
AP07872.18,Crediti WEB Energia,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
IT04941.19,Credito Italia (A4CRIT),In Review,Definition,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP05560,CRICLO,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf customized),false,false
IT01241.02,Crif Reporting,Active,Validated,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP10132,CRIM - Credit Risk Monitoring,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP35529,Critical Event Archive,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
IT06028.02,CRM - CROSWEB I&N Romania,Active,Validated,Business Transactional,Custom (developed from the scratch),false,false
IT06028.03,CRM - MYENEL I&N Romania,Active,Validated,Business Transactional,Custom (developed from the scratch),false,false
AP03584.01,CRM - PACO,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04552.12,CRM B2B - AyCC,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP04552.10,CRM B2B - CAT,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP04552.16,CRM B2B - CCPP,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP04552.13,CRM B2B - CEFACO,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP04552.21,CRM B2B - Clientes Empresa: Weforce,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP04552.15,CRM B2B - DyP,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP04552.04,CRM B2B - Gestión IT,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP04552.02,CRM B2B - GGCC,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP04552.22,CRM B2B - Informatica Cloud,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf customized),false,false
AP32533,CRM B2B - Internacional,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP04552.09,CRM B2B - IRIS ,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP04552.14,CRM B2B - OPERACIONES,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP04552.07,CRM B2B - Partner Community Portugal,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP04552.20,CRM B2B - Solicitud / ATR,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP04552.11,CRM B2B - UAR,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36627,CRM B2B Retail Free Market,Approved,Definition,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP04552.08,CRM B2B ? GGCC Portugal,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP04552.01,CRM B2B-ATENEA,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),true,true
AP04552,CRM B2B-ROSETTA,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),true,true
AP19631.07,CRM B2B/G Global ENEL X,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),true,true
AP19631.08,CRM B2C GLOBAL ENEL X,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
IT06028,CRM DISTRIBUTIE ROMANIA,Active,Production,Business Analytics,Custom (developed from the scratch),false,true
AP19631.11,CRM E-Mobilty Global ENEL X,In Review,Definition,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP19631,CRM GLOBAL ENEL X,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),true,true
AP36132,CRM GLOBAL ENEL X - ORG USA,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),true,false
AP36457,CRM Gridspertise,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP01915,CRM Sales,Active,Read Only,Business Transactional,Custom (developed from the scratch),false,true
AP07213.02,CRM Salesforce  Guatemala,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP07213.01,CRM Salesforce  Panamá,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP07213.03,CRM Salesforce Mexico,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
IT00204,CRM Smart,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),true,true
AP07213,CRM System ? Salesforce MX&CA,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP05113,CRMT,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),true,true
AP05113.01,CRMT UTENTI PARTNER COMMUNITY,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP05113.04,CRMT_BATCH,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP03937.11,CROMO Mobile,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP03937.10,CROMO Prometium,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP04528.01,CROSS BEAT - ROMANIA,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
AP04526.01,CROSS BEAT ITALY,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP36755,Cross Selling Challenge,In Review,Definition,Power APP,Custom (developed from the scratch),false,false
IT06028.01,CROSS-ED,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP35537,CTX Virginia Brazil,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP04125.01,CUATRO NNSS,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),true,true
AP03996,CUATRO Reclamaciones,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,true
AP05029,CUOTA DOCE,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP27051,Customer Visit Management System,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP36562,Cyber Security - Compliance & Certification Governance Application,Approved,Definition,Business Analytics,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35024,Cyber Security GRC Tool,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),true,false
AP36534,Cyber Security IT Cloud Workload Security,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP25051,Cyber Security IT MFA,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07132,Cyber Security OT DPI Probes,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP09712,Cyber Security OT McAfee,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP14071,Cyber Security OT PKI M2M OT/IoT,Active,Validated,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP01789,CYMDIST,Active,Read Only,Business Transactional,Custom (developed from the scratch),false,true
AP03907,CYMDIST Ceara Brazil,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP03906,CYMDIST CHILE,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP03904,CYMDIST PERU,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
DD00103,CYS AW&PH Digital Card - Ddomain - ME,In Review,Definition,Business Analytics,Custom (developed from the scratch),false,false
SO00262,CYS AW&PH Digital Card - Solution - ME,In Review,Definition,Business Analytics,Custom (developed from the scratch),false,false
IT07181,D4D-Omax,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP36052,Dahua,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP04767,DAMASCO LIGHT ARGENTINA,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04768,DAMASCO LIGHT CEARA BRAZIL,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04764,DAMASCO LIGHT CHILE,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP05232,DAMASCO LIGHT PERU,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP03862,DAMASCO LIGHT RIO BRAZIL,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP13534,DAMASCO LIGHT Sao Paulo Brazil,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP13534.01,DAMASCO LIGHT Sao Paulo Brazil Mobile,Active,Validated,Business Transactional,Custom (developed from the scratch),false,false
AP04000.02,Damasco mobile,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
SO00147,DamsDossier,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,true
SO00203,DAP,Active,Validated,PoC (Proof of Concept),Custom (developed from the scratch),false,false
AP22551,DAR System I&N Spain,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),true,true
AP13591,DART,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04404.01,Dashboard Audit Analysis (MAP; Plan; Ethical Reports; Insigth; etc.),Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP06072.04,Dashboard Audit Risk (Risk Assessment; E-Risk; etc.) ,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP36740,DASHBOARD GRIDSPERTISE ? SLA/KPI,Active,Validated,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
SO00155,Dashboard IP Management,Active,Validated,PoC (Proof of Concept),Custom (developed from the scratch),false,false
AP36594.01,Dashboard IP Tool,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP10911.01,Dashboard IPM,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP35844,Dashboard Medios Iberia,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP35994,Dashboard Ruoli GPG Global,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP07931.04,Data Breach Management,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
DD00059,Data Domain Catalog for Global Procurement Platform (EDP),Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00016,Data Domain Contract for Global Procurement Platform (EDP),Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00018,Data Domain Need for Global Procurement Platform (EDP),Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00017,Data Domain Supplier for Global Procurement Platform (EDP),Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00015,Data Domain Tender for Global Procurement Platform (EDP),Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP12731,Data Driven Com Intelligence and Analytics,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP35997,DATA DRIVEN QUALITY SYSTEM ,In Review,Definition,,,false,false
AP07931.01,Data Protection Analytics,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36048,Data Protection Infrastructure,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07931,Data Protection Platform,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP32452.05,Data School,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00017.02,Data SubDomain Supplier_Glassdoor for Global Procurement Platform (EDP),Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00015.01,Data SubDomain Tender_PR for Global Procurement Platform (EDP),Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00015.02,Data SubDomain Tender_SolData for Global Procurement Platform (EDP),Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP36378,Database Energy Management México,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP35570,DATALAKE E&CM LATAM,Active,Production,Business Analytics,Custom (developed from the scratch),false,true
AP35682,DataLife,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP35682.01,Datalife - Enel X,In Review,Definition,,,false,false
AP02260.01,DataMart,Active,Production,Technical infrastructures,Custom (developed from the scratch),true,true
AP06477,DATAMART MERCATO ITALIA - IBM DATA STAGE,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf customized),false,false
AP06478,DATAMART MERCATO ITALIA - SAP BUSINESS OBJECT 4.2,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf customized),false,false
AP05856,DATAMINING PERDIDAS ARGENTINA,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP22831,DATAMINING PERDIDAS CEARA BRAZIL,Active,Production,Business Analytics,Custom (developed from the scratch),false,true
AP01779,DATAMINING PERDIDAS CHILE,Active,Production,Business Analytics,Custom (developed from the scratch),false,true
AP01808,DATAMINING PERDIDAS COLOMBIA,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,true
AP03930,DATAMINING PERDIDAS PERU,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP03929,DATAMINING PERDIDAS RIO BRAZIL,Active,Production,Business Analytics,Custom (developed from the scratch),false,true
AP22891,DATAMINING PERDIDAS SAO PAULO BRAZIL,Active,Production,Business Analytics,Custom (developed from the scratch),false,true
AP35844.03,Datawarehouse_Medios,Active,Validated,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
IT02161,DB Fouling,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP36725,DB Hydro 4.0 + Prescrizioni,Approved,Definition,Power APP,Custom (developed from the scratch),false,false
IT00192,DB Laboratori,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07231.03,DB Mercato,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP07231.06,DB Misure Giornaliere,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP07231.19,DB OPR,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP07231.07,DB TOP,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP04704,DBA Management Infrastructure,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP15811,DBRDA - Geo Bio,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP17191,dBTRAIT,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP17192,dBTRIG32,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP01890,DCA,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP36216,DCA (Descargador Capacidad de Acceso),Active,Validated,Business Analytics,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36543,DCCOM BRASILE,Active,Validated,Technical infrastructures,COTS (Commercial Off-The-Shelf customized),false,false
AP35826,DCCOM Latam,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP06066,DCCOM Romania,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP36195,DCCom-IBERIA,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,true
AP04627,DCCOM_ITALY,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf customized),false,true
AP04627.40,DCCOM_ITALY_EDSIT_FO,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP04627.14,DCCOM_ITALY_EENERGIA_CRED,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP04627.34,DCCOM_ITALY_EENERGIA_FATT,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP04627.38,DCCOM_ITALY_EENERGIA_FATT_ADMIN,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP04627.16,DCCOM_ITALY_EENERGIA_GDS,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP04627.08,DCCOM_ITALY_EENERGIA_LETT,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP04627.18,DCCOM_ITALY_EENERGIA_SD,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf customized),false,false
AP04627.36,DCCOM_ITALY_ENELX_CRED,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP04627.35,DCCOM_ITALY_ENELX_FATT,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP04627.21,DCCOM_ITALY_ESERELE_CRED,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP04627.22,DCCOM_ITALY_ESERELE_FATT,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP04627.23,DCCOM_ITALY_ESERELE_GDO,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf customized),false,false
AP04627.24,DCCOM_ITALY_ESERELE_LETT,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP04627.30,DCCOM_ITALY_MERCATO_TRM,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,true
AP04627.39,DCCOM_ITALY_MERCATO_TRM_ADMIN,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP04627.27,DCCOM_ITALY_MULTISOCIETA_FATT,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP04627.26,DCCOM_ITALY_MULTISOCIETA_LETT,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP04627.33,DCCOM_ITALY_MULTI_MOTOREPOSTA,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP04627.37,DCCOM_ITALY_ROOM_DOC_VC,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP36065,DCIM DCE,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP27671,DDMM,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP35645,DDNCO,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP36551,DEA Monthly Closing Tool,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP01927,Decont,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
IT05990.08,DeFEM,Active,Validated,Business Analytics,Custom (developed from the scratch),false,false
AP36461,DEFEM_Poc,Active,Validated,PoC (Proof of Concept),Custom (developed from the scratch),false,false
AP06091,DelfiAFC,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP06091.05,DelfiAFC - AI,Active,Validated,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP06091.04,DelfiAFC - Backoffice,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP06091.06,DelfiAFC - Portal,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP04023.01,DELFI_Q,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,true
AP35943,Delivery Center - GDS Brasil,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP07614,Demand Response Italy,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP36601,Demand Response UK Operation,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP02215.01,DemandaAT,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP02215.03,DemandaINT,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP02215.05,DemandaLIQ,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP02215.04,DemandaMDO,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP02215,DEMANDAS,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP02215.02,DEMANDA_BP,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP05875,DEMANDA_BT,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP19271,DEMETRA - ITALY,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP36519,Denuncias y Delitos,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
IT04283.07,DEP,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP19591.02,DEP Global Hub,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP31011,DER.OS ERCOT,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP31011.01,DER.OS ERCOT BETA,In Review,Definition,ICS-OT,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP27891,DEREP,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP27891.01,DEREP - TGx Country Italy,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP27891.02,DEREP - TGx Country Spain,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP22791,DESGLOSABOT,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP36570,Design System - Mobile,Active,Validated,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP15211,DesKey,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),true,true
SO00178,DET,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP35735,DEVAL - Applicazioni esterne con supporto Enel,Active,Validated,ICS-OT,Custom (developed from the scratch),false,false
DD00043,Development Data,In Review,Definition,,,false,false
AP36686,DevPortal GRIDSPERTISE,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
AP10932,DEXTOP,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
IT06802,DG Report - Tibco - Thermal Generation,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
IT05990.06,DGATAi ,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36029,Dguard,In Review,Definition,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP36141,DH COS  Datalake Azure ,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf customized),false,false
AP35959,DH-Cyber Application Services,Active,Read Only,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP09451.02,DHCP,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP05772.02,DHT-Logistica Gas,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP36084,DH_AFC_BASTIONHOST BOLLA,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP36154,DH_EX_BASTIONHOST BOLLA,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36152,DH_GECM Bastian Host Bolla,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf customized),false,false
AP36165,DH_GPG  BastionHost Bolla,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP36166,DH_I&N_BASTION_HOST_ BOLLA,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
IT06100,Diagrama de Carga (SIMFACT),Active,Production,Business Transactional,Custom (developed from the scratch),true,false
AP01952,DIANA,Active,Production,Business Transactional,Custom (developed from the scratch),true,true
AP01952.07,DIANA E4E,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP01952.03,DIANA GRABACION DE IMAGENES Y FIRMAS,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04330,DIANA MANTENIMIENTO DE PARAMETRICAS,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP01952.06,Diana Ram,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP01952.04,DIANA TELEGESTION,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
IT05990.04,DIANA_Iberia,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
IT00048.01,DIARI DI BORDO,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
IT01941,DIARI HR - REPORT,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
IT00055,DIASS,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP36835,Digefx - Câmeras Veiculares ,In Review,Definition,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36057,Digifort Chile,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP08014,Digital Back End,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP08014.01,Digital Back End USA,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP21732.19,Digital Enterprise Risk Management,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP35969.02,Digital Event App  - Android,In Review,Definition,Business Transactional,Custom (developed from the scratch),false,false
AP35969.03,Digital Event App - IoS,In Review,Definition,Business Transactional,Custom (developed from the scratch),false,false
SO00253,Digital for Origination mgmt,In Review,Definition,,,false,false
AP35749,Digital Logbook J5 Mexico,In Review,Definition,Business Transactional,Custom (developed from the scratch),false,false
DD00056,Digital Portfolio Domain,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP10931.13,Digital PTW,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP10931.23,Digital PTW iOS,Active,Validated,Business Transactional,Custom (developed from the scratch),false,false
AP36012,DIGITAL TWIN - NETWORK ASSET DATA QUALITY,In Review,Definition,,,false,false
SO00183,Digital Twin Enel Green Power,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP12791,DigitalS,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),true,false
AP03900,DIGSILENT CHILE,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
