apm_code,country
AP04754.1Q,Spain
AP04754.1P,Spain
AP04754.53,Peru
AP04754.1Y,Peru
AP04754.23,Peru
AP04754.58,Peru
AP04754.1X,Peru
AP09091,Brazil
AP09091,Chile
AP09091,Colombia
AP09091,Peru
AP09091.11,Chile
AP09091.59,Brazil
AP09091.57,Brazil
AP09091.56,Brazil
AP09091.86,Brazil
AP09091.58,Brazil
AP09091.80,Brazil
AP09091.80,Chile
AP09091.80,Colombia
AP09091.80,Peru
AP09091.84,Chile
AP09091.54,Chile
AP09091.55,Chile
AP09091.71,Chile
AP09091.69,Chile
AP09091.85,Chile
AP09091.72,Chile
AP09091.68,Chile
AP09091.10,Chile
AP09091.07,Chile
AP09091.53,Chile
AP09091.48,Chile
AP09091.12,Chile
AP09091.23,Chile
AP09091.02,Colombia
AP09091.01,Colombia
AP09091.76,Colombia
AP09091.03,Colombia
AP09091.04,Colombia
AP09091.05,Colombia
AP09091.06,Colombia
AP09091.46,Chile
AP09091.46,Colombia
AP09091.46,Peru
AP09091.46,Brazil
AP09091.89,Peru
AP09091.83,Peru
AP09091.90,Peru
AP09091.82,Peru
AP09091.08,Peru
AP09091.09,Peru
AP09091.81,Peru
AP09091.50,Peru
AP09091.60,Brazil
AP09091.61,Brazil
AP09091.62,Brazil
AP09091.63,Brazil
AP09091.64,Brazil
AP09091.79,Brazil
AP09091.65,Brazil
AP09091.78,Brazil
AP09091.66,Brazil
AP04919,Italy
AP04919,Romania
AP04919,Spain
AP04919.70,Italy
AP04919.70,Romania
AP04919.70,Spain
AP04919.62,Italy
AP04919.10,Italy
AP04919.59,Italy
AP04919.61,Spain
AP04919.60,Spain
AP04919.66,Spain
AP04919.64,Romania
AP04919.57,Spain
AP04919.58,Spain
AP04919.45,Spain
AP04919.46,Spain
AP04919.47,Spain
AP04919.48,Spain
AP04919.49,Spain
AP04919.50,Spain
AP04919.51,Spain
AP04919.52,Spain
AP09091.13,Chile
AP09091.14,Chile
AP09091.15,Chile
AP09091.16,Chile
AP09091.17,Chile
AP09091.18,Chile
AP09091.19,Chile
AP09091.20,Chile
AP09091.42,Colombia
AP09091.47,Colombia
AP09091.73,Colombia
AP09091.44,Colombia
AP09091.39,Colombia
AP09091.43,Colombia
AP09091.35,Colombia
AP09091.38,Colombia
AP09091.36,Colombia
AP09091.45,Colombia
AP09091.34,Colombia
AP09091.33,Colombia
AP09091.41,Colombia
AP09091.75,Peru
AP09091.74,Peru
AP09091.26,Peru
AP09091.27,Peru
AP09091.28,Peru
AP09091.29,Peru
AP09091.30,Peru
AP09091.70,Peru
AP09091.31,Peru
AP09091.24,Peru
AP09091.32,Peru
AP09091.25,Peru
AP04919.24,Italy
AP04919.23,Italy
AP04919.07,Italy
AP04919.36,Italy
AP04919.08,Italy
AP04919.09,Italy
AP04919.11,Italy
AP04919.12,Italy
AP04919.65,Italy
AP04919.65,Romania
AP04919.65,Spain
AP04919.42,Spain
AP04919.44,Spain
AP04919.41,Spain
AP04919.31,Spain
AP04919.43,Spain
AP04919.13,Romania
AP04919.21,Romania
AP04919.20,Romania
AP04919.14,Romania
AP04919.71,Romania
AP04919.72,Romania
AP04919.38,Romania
AP04919.15,Romania
AP04919.16,Romania
AP04919.17,Romania
AP04919.18,Romania
AP04919.19,Romania
AP04761,Global
AP04761.G8,Global
AP04761.85,United States of America
AP04761.85,United Kingdom
AP04761.85,India
AP04761.85,Brazil
AP04761.85,Ireland
AP04761.85,Poland
AP04761.85,Australia
AP04761.85,New Zealand
AP04761.85,Republic of Korea
AP04761.86,United States of America
AP04761.86,United Kingdom
AP04761.86,India
AP04761.86,Brazil
AP04761.86,Ireland
AP04761.86,Poland
AP04761.86,Australia
AP04761.86,New Zealand
AP04761.86,South Africa
AP04761.87,United States of America
AP04761.87,United Kingdom
AP04761.87,India
AP04761.87,Brazil
AP04761.87,Ireland
AP04761.87,Poland
AP04761.87,Australia
AP04761.87,New Zealand
AP04761.87,South Africa
AP04761.88,United States of America
AP04761.88,United Kingdom
AP04761.88,India
AP04761.88,Brazil
AP04761.88,Ireland
AP04761.88,Poland
AP04761.88,Australia
AP04761.88,New Zealand
AP04761.88,South Africa
AP04761.89,United States of America
AP04761.89,United Kingdom
AP04761.89,India
AP04761.89,Brazil
AP04761.89,Ireland
AP04761.89,Poland
AP04761.89,Australia
AP04761.89,New Zealand
AP04761.89,South Africa
AP04761.91,United States of America
AP04761.91,United Kingdom
AP04761.91,India
AP04761.91,Brazil
AP04761.91,Ireland
AP04761.91,Poland
AP04761.91,Australia
AP04761.91,New Zealand
AP04761.91,South Africa
AP04761.92,United States of America
AP04761.92,United Kingdom
AP04761.92,India
AP04761.92,Brazil
AP04761.92,Ireland
AP04761.92,Poland
AP04761.92,Australia
AP04761.92,New Zealand
AP04761.92,South Africa
AP04761.I3,Global
AP04761.17,Italy
AP04761.I5,Global
AP04761.D1,Argentina
AP04761.D2,Argentina
AP04761.B9,Argentina
AP04761.B3,Argentina
AP04761.B8,Argentina
AP04761.B7,Argentina
AP04761.B6,Argentina
AP04761.B2,Argentina
AP04761.B5,Argentina
AP04761.B1,Argentina
AP04761.B4,Argentina
AP04761.C1,Brazil
AP04761.C0,Brazil
AP04761.C2,Brazil
AP04761.C3,Brazil
AP04761.C4,Brazil
AP04761.C5,Brazil
AP04761.C6,Brazil
AP04761.C7,Brazil
AP04761.G4,Brazil
AP04761.C8,Brazil
AP04761.C9,Brazil
AP04761.I7,Chile
AP04761.69,Chile
AP04761.70,Chile
AP04761.71,Chile
AP04761.78,Chile
AP04761.72,Chile
AP04761.73,Chile
AP04761.74,Chile
AP04761.79,Chile
AP04761.75,Chile
AP04761.80,Chile
AP04761.76,Chile
AP04761.K1,Colombia
AP04761.J9,Colombia
AP04761.49,Colombia
AP04761.51,Colombia
AP04761.53,Colombia
AP04761.56,Colombia
AP04761.54,Colombia
AP04761.65,Colombia
AP04761.66,Colombia
AP04761.55,Colombia
AP04761.57,Colombia
AP36210.01,Global
AP04761.58,Colombia
AP04761.G2,Global
AP04761.G1,Global
AP04761.F8,Global
AP04761.F9,Global
AP04761.G7,Global
AP04761.F3,Global
AP04761.F6,Global
AP04761.F7,Global
AP04761.63,Italy
AP04761.62,Italy
AP04761.64,Italy
AP04761.61,Italy
AP04761.68,Global
AP04761.I4,Global
AP04761.G5,Global
AP04761.G6,Global
AP04761.25,Italy
AP04761.26,Italy
AP04761.24,Italy
AP04761.14,Italy
AP04761.15,Italy
AP04761.16,Italy
AP04761.18,Italy
AP04761.21,Italy
AP04761.19,Italy
AP04761.22,Italy
AP04761.23,Italy
AP04761.J3,Mexico
AP04761.J4,Mexico
AP04761.J5,Mexico
AP04761.J6,Mexico
AP04761.J2,Mexico
AP04761.J8,Mexico
AP04761.J1,Mexico
AP04761.I9,Global
AP04761.J7,Mexico
AP04761.I8,Mexico
AP04761.E3,United States of America
AP04761.E3,Canada
AP04761.E3,Mexico
AP04761.E4,United States of America
AP04761.E4,Canada
AP04761.E4,Mexico
AP04761.E5,United States of America
AP04761.E5,Canada
AP04761.E5,Mexico
AP04761.E6,United States of America
AP04761.E6,Canada
AP04761.E6,Mexico
AP04761.E7,United States of America
AP04761.E7,Canada
AP04761.E7,Mexico
AP04761.E8,United States of America
AP04761.E8,Canada
AP04761.E8,Mexico
AP04761.F2,United States of America
AP04761.F2,Canada
AP04761.F2,Mexico
AP04761.E9,United States of America
AP04761.E9,Mexico
AP04761.E9,Canada
AP04761.F1,United States of America
AP04761.F1,Canada
AP04761.F1,Mexico
AP04761.13,Netherlands
AP04761.11,Netherlands
AP04761.01,Netherlands
AP04761.02,Netherlands
AP04761.03,Netherlands
AP04761.06,Netherlands
AP04761.04,Netherlands
AP04761.07,Netherlands
AP04761.08,Netherlands
AP04761.A9,Peru
AP04761.A1,Peru
AP04761.A2,Peru
AP04761.A6,Peru
AP04761.A3,Peru
AP04761.A4,Peru
AP04761.B0,Peru
AP04761.A7,Peru
AP04761.A8,Peru
AP04761.A5,Peru
AP04761.84,Italy
AP04761.82,Italy
AP04761.83,Italy
AP04761.H8,Romania
AP04761.H7,Romania
AP04761.H9,Romania
AP04761.H4,Romania
AP04761.H5,Romania
AP04761.H6,Romania
AP04761.G3,Global
AP04761.31,Spain
AP04761.31,Portugal
AP04761.31,France
AP04761.31,Germany
AP04761.32,Spain
AP04761.32,Portugal
AP04761.32,France
AP04761.32,Germany
AP04761.33,Spain
AP04761.33,Portugal
AP04761.33,France
AP04761.33,Germany
AP04761.35,Spain
AP04761.35,Portugal
AP04761.35,France
AP04761.35,Germany
AP04761.34,Spain
AP04761.34,Portugal
AP04761.34,France
AP04761.34,Germany
AP04761.37,Spain
AP04761.37,Portugal
AP04761.37,France
AP04761.37,Germany
AP04761.38,Spain
AP04761.38,Portugal
AP04761.38,France
AP04761.38,Germany
AP04761.39,Spain
AP04761.39,Portugal
AP04761.39,France
AP04761.39,Germany
AP04761.40,Spain
AP04761.40,Portugal
AP04761.40,France
AP04761.40,Germany
AP04761.41,Spain
AP04761.41,Portugal
AP04761.41,France
AP04761.41,Germany
AP04761.30,Spain
AP04761.30,Portugal
AP04761.30,France
AP04761.30,Germany
AP04761.42,Spain
AP04761.42,Portugal
AP04761.42,France
AP04761.42,Germany
AP04761.43,Spain
AP04761.43,Portugal
AP04761.43,France
AP04761.43,Germany
AP04759,Global
AP04759.01,Global
AP04759.03,Global
AP04759.02,Global
AP04685,Global
AP04754,Global
AP04754.E8,Spain
AP04754.E9,Spain
AP04754.F2,Spain
AP04754.I4,Argentina
AP04754.I3,Argentina
AP04754.I2,Argentina
AP04754.I1,Argentina
AP04754.I0,Argentina
AP04754.H7,Argentina
AP04754.H9,Argentina
AP04754.H8,Argentina
AP04754.K0,Brazil
AP04754.K6,Brazil
AP04754.K1,Brazil
AP04754.K2,Brazil
AP04754.K3,Brazil
AP04754.Y9,Brazil
AP04754.K4,Brazil
AP04754.K5,Brazil
AP04754.1Z,Chile
AP04754.61,Chile
AP04754.63,Chile
AP04754.66,Chile
AP04754.68,Chile
AP04754.70,Chile
AP04754.76,Chile
AP04754.72,Chile
AP04754.73,Chile
AP04754.D4,Colombia
AP04754.D6,Colombia
AP04754.D8,Colombia
AP04754.E3,Colombia
AP04754.E2,Colombia
AP04754.D9,Colombia
AP04754.D2,Colombia
AP04754.C9,Colombia
AP04754.E0,Colombia
AP04754.W7,Costa Rica
AP04754.W8,Costa Rica
AP04754.W9,Costa Rica
AP04754.W6,Costa Rica
AP04754.X1,Costa Rica
AP04754.X3,Costa Rica
AP04754.X2,Costa Rica
AP04754.F0,Spain
AP04754.F1,Spain
AP04754.F5,Spain
AP04754.F3,Spain
AP04754.F4,Spain
AP04754.F6,Spain
AP04754.V1,Greece
AP04754.V2,Greece
AP04754.V3,Greece
AP04754.V4,Greece
AP04754.V5,Greece
AP04754.V6,Greece
AP04754.V7,Greece
AP04754.2H,Greece
AP04754.2G,Greece
AP04754.X5,Guatemala
AP04754.X6,Guatemala
AP04754.X7,Guatemala
AP04754.X4,Guatemala
AP04754.X8,Guatemala
AP04754.Y1,Guatemala
AP04754.X9,Guatemala
AP04754.V9,Mexico
AP04754.W1,Mexico
AP04754.W2,Mexico
AP04754.W3,Mexico
AP04754.V8,Mexico
AP04754.W5,Mexico
AP04754.W4,Mexico
AP04754.J8,United States of America
AP04754.J8,Canada
AP04754.J7,United States of America
AP04754.J7,Canada
AP04754.J6,United States of America
AP04754.J6,Canada
AP04754.J6,USA
AP04754.J5,United States of America
AP04754.J5,Canada
AP04754.J4,United States of America
AP04754.J4,Canada
AP04754.J4,USA
AP04754.J3,United States of America
AP04754.J3,Canada
AP04754.J2,United States of America
AP04754.J2,Canada
AP04754.Y3,Panama
AP04754.Y4,Panama
AP04754.Y5,Panama
AP04754.Y2,Panama
AP04754.Y6,Panama
AP04754.Y8,Panama
AP04754.Y7,Panama
AP04754.2J,Peru
AP04754.2I,Peru
AP04754.B2,Peru
AP04754.94,Peru
AP04754.95,Peru
AP04754.96,Peru
AP04754.97,Peru
AP04754.98,Peru
AP04754.A0,Peru
AP04754.1J,Romania
AP04754.1I,Romania
AP04754.1H,Romania
AP04754.2F,Romania
AP04754.2E,Romania
AP04754.T7,Russian Federation
AP04754.T8,Russian Federation
AP04754.T9,Russian Federation
AP35624,Global
AP04754.U1,Russian Federation
AP04754.U2,Russian Federation
AP04754.U3,Russian Federation
AP04754.U4,Russian Federation
AP04754.K7,South Africa
AP04754.K8,South Africa
AP04754.K9,South Africa
AP04754.L0,South Africa
AP04754.L1,South Africa
AP04754.L2,South Africa
AP04754.L3,South Africa
AP04685.03,Global
AP04754.17,Global
AP04754.09,Global
AP04754.12,Global
AP04754.11,Global
AP04754.16,Global
AP04754.Z6,Global
AP04754.G1,Brazil
AP04754.G7,Brazil
AP04754.H0,Brazil
AP04754.G8,Brazil
AP04754.21,India
AP04754.G9,Brazil
AP04754.B6,Brazil
AP04754.S4,Costa Rica
AP04754.S3,Costa Rica
AP04754.S2,Costa Rica
AP04754.R9,Costa Rica
AP04754.46,Germany
AP04754.47,Germany
AP04754.49,Germany
AP04754.50,Germany
AP04754.34,Germany
AP04754.35,Germany
AP04754.36,Germany
AP04754.38,Germany
AP04754.37,Germany
AP04754.39,Germany
AP04754.40,Germany
AP04754.51,Global
AP04754.U5,Greece
AP04754.U6,Greece
AP04754.U9,Greece
AP04754.U7,Greece
AP36190,Italy
AP04754.U8,Greece
AP04754.R8,Guatemala
AP04754.R7,Guatemala
AP04754.R6,Guatemala
AP04754.R5,Guatemala
AP04754.R4,Guatemala
AP04754.P8,Global
AP04754.Q1,Global
AP04754.P9,Global
AP04754.P7,Global
AP04754.Q2,Global
AP04754.P4,Italy
AP04754.P2,Italy
AP04754.P1,Italy
AP04754.P3,Italy
AP04754.P6,Italy
AP04754.P5,Italy
AP04754.25,India
AP04754.26,India
AP04754.27,India
AP04754.42,India
AP04754.43,India
AP04754.22,India
AP04754.28,India
AP04754.30,India
AP04754.29,India
AP04754.32,India
AP04754.57,Italy
AP04754.01,Italy
AP04754.02,Italy
AP04754.03,Italy
AP04754.05,Italy
AP04754.04,Italy
AP04754.06,Italy
AP04754.44,Italy
AP04754.07,Italy
AP04754.Q7,Mexico
AP04754.Q6,Mexico
AP04754.Q5,Mexico
AP04754.Q4,Mexico
AP04754.Q3,Mexico
AP04754.J1,United States of America
AP04754.J1,Canada
AP04754.J1,USA
AP04754.J0,United States of America
AP04754.J0,Canada
AP04754.J0,USA
AP04754.I5,United States of America
AP04754.I5,Canada
AP04754.I5,USA
AP04754.I8,United States of America
AP04754.I8,Canada
AP04754.I8,USA
AP04754.I6,United States of America
AP04754.I6,Canada
AP04754.I6,USA
AP04754.R3,Panama
AP04754.R2,Panama
AP04754.R1,Panama
AP04754.Q9,Panama
AP04754.Q8,Panama
AP04754.Z5,Romania
AP04754.Z4,Romania
AP04754.Z3,Romania
AP04754.Z2,Romania
AP04754.Z1,Romania
AP04754.L4,South Africa
AP04754.L5,South Africa
AP04754.L8,South Africa
AP04754.L6,South Africa
AP04754.L7,South Africa
AP04754.S1,Costa Rica
AP04933,Global
AP06095.04,Global
AP06095.03,Italy
IT05682,Chile
DD00020.01,Global
AP35861,USA
AP35861,United States of America
AP15991,Italy
AP35895.01,Global
AP21732.21,Global
DD00100.01,Global
SO00162,Global
SO00235,Global
AP36194,Italy
AP36697,Brazil
AP36846,Brazil
AP36845,Brazil
AP36646,Brazil
IT06701,Global
AP36228.01,Global
AP06095,Global
AP32392,United States of America
AP32392,USA
AP36231,Brazil
AP08791,Italy
IT00183,Global
AP35754,Global
AP10292,Global
AP10392.05,Global
AP10392.04,Global
AP10392.02,Global
AP35875,Global
IT05967,Portugal
IT05967,Spain
IT01781,Global
AP25571,Romania
AP27591,Global
AP01713.02,Argentina
AP01713.03,Argentina
AP35032.01,Italy
AP35032.02,Italy
AP36657,Mexico
AP36696,Spain
AP35784,Spain
AP35784,Portugal
IT00488.01,Italy
AP01712,Argentina
IT02421,Italy
AP36632,Argentina
SO00141,Global
AP16611,Brazil
AP02124.24,Spain
SO00237,Global
SO00249,Global
AP28051,Global
IT05760,Spain
IT05760,Italy
AP36840,Mexico
AP35017,Global
IT00028,Italy
AP04915,Italy
IT05894,Chile
AP36459,Italy
AP04312,Global
AP29551.10,Global
AP36274,Italy
AP27611.01,Global
AP13651,Colombia
AP02042,Italy
AP02042,Spain
AP02042,USA
AP02042,Mexico
SO00101,Global
AP29951,Global
SO00209,Global
AP09912.01,Italy
AP36575,Global
AP36712,Spain
AP36806,Italy
AP36219,Global
AP36219.01,Global
AP31931,Italy
DD00100,Global
AP35717,Global
AP35717.03,Chile
AP35717.02,Colombia
AP35717.01,Italy
AP35717.04,Peru
AP36824,Italy
AP31991.03,Global
AP31811.02,Global
AP03661,Spain
AP03661.01,Spain
AP03661.02,Spain
AP06161.02,Italy
AP32391.02,Global
AP04356,Italy
AP36588,Brazil
AP36440,Global
AP07615,Global
AP07615.01,Global
AP36264,USA
AP36264,Canada
AP36264,United States of America
AP36013,Global
AP26831,Spain
AP02124.13,Germany
AP02124.09,France
AP02124.12,Netherlands
AP06593,Portugal
AP26751,Spain
IT06172.02,Spain
IT06172,Spain
IT06172.01,Spain
AP06593.01,Portugal
AP06593.02,Portugal
AP08451.11,Spain
AP35030.02,Spain
AP35030.01,Spain
AP13111,Spain
AP04830.04,Global
AP35054.11,Argentina
AP36305,Peru
AP36137,Global
AP04830.06,Global
AP36294,Global
AP36430,Global
IT04021,Italy
IT04021.02,Italy
IT04021.01,Italy
AP35969,Global
AP35969.01,Global
AP04222,Italy
AP05507,Global
AP35129,Brazil
AP36323.25,Global
AP04155,Global
AP20791,Italy
AP36322,Italy
AP36321,Italy
AP35095,Global
AP36094,Italy
AP29551,Global
AP29551.07,Global
AP29551.08,Global
AP29551.01,Global
AP29551.05,Global
AP29551.09,Global
AP29551.03,Global
AP29551.06,Global
AP29551.02,Global
AP36123.12,Global
AP10391,Global
AP36123.15,Global
AP01754,Brazil
AP05352.13,Global
AP35525,Brazil
AP24671.04,Brazil
AP24671.05,Brazil
AP35504,Brazil
AP24751,Brazil
AP24532,Brazil
AP24671.03,Brazil
AP24671.02,Brazil
AP24671.01,Brazil
AP24611,Brazil
AP24559,Brazil
AP24558,Brazil
AP32274,Brazil
AP31151,Brazil
AP24553,Brazil
AP24671,Brazil
AP07073,Global
AP07073.01,Global
AP07073.02,Global
IT03421,Italy
AP36633,Australia
AP36633,SOUTH KOREA
AP12351.05,Global
AP12351.03,Global
AP12351.04,Global
AP12351.01,Global
AP12351.02,Global
AP12351.12,Global
AP12351,Global
AP12351.10,Global
AP12351.06,Global
AP12351.08,Global
AP17292,Global
AP36561,Italy
AP35963.04,Italy
AP35963.05,Italy
AP20551,Ireland
AP20551,Spain
AP35493,Italy
AP29831,Global
AP35015,Global
AP36639,Italy
AP36639.01,Italy
AP08451.07,Brazil
AP08451.08,Chile
AP08451.09,Colombia
AP08451.06,Italy
AP08451.10,Peru
AP35696,Italy
AP35963,Italy
AP35963.01,Italy
AP35963.02,Italy
AP08451,Global
AP36123.10,Global
AP36792,Brazil
AP36043,USA
AP36043,Canada
AP36043,United States of America
AP11514,Global
AP29231,Italy
AP36228,Global
AP04830.32,Global
AP36227,Global
AP36269,Mexico
AP02124.18,Spain
AP02124.19,Spain
AP35629.02,Italy
AP36092,Italy
DD00102,Global
AP35629.04,Global
AP35113,Global
AP35629,Global
IT00424,Italy
AP04975,Italy
AP02117,Spain
AP35810,Italy
AP35693,Spain
AP35810.01,Italy
AP05099,Global
AP05673,Spain
AP10391.02,Global
AP01830,Global
AP35124,United States of America
AP35124,USA
AP31894,Global
IT05970,Spain
AP03828.06,Brazil
AP03826.06,Brazil
AP12613.03,Brazil
AP03842,Italy
AP04342,Italy
IT00481.04,Italy
AP01797,Colombia
AP31956,Global
AP28671.04,Global
AP36067,Spain
AP04093,Brazil
AP04093.02,Brazil
AP04093.01,Brazil
AP04093.04,Brazil
AP13672,Global
AP35746,Italy
AP35746.01,Italy
AP32539,Italy
AP35512,Brazil
AP35107,Chile
AP35128,Colombia
AP35156,Peru
AP14891,Italy
AP10051,Spain
AP10051.01,Spain
AP02124.06,Spain
AP13692,Global
AP36828,Greece
IT00147,Global
IT06036,Portugal
IT06036,Spain
DD00064,Global
AP07231.20,Italy
AP04405,Global
AP06174.02,Global
AP06174.01,Global
AP02261.03,Spain
AP02261.07,Spain
AP02261.08,Spain
AP02261.06,Spain
AP35844.02,Spain
AP28711,United States of America
AP06412,Global
AP36312.10,Global
AP36568,Global
AP04261.42,Global
AP35906,Global
DD00042,Global
AP36631,Argentina
AP36226.01,Italy
AP32071,Italy
AP02278,Spain
AP32411,Global
AP32411.11,Global
AP32411.12,Global
AP32411.05,China
AP32411.06,China
AP32411.08,Global
AP32411.09,Global
AP32411.01,Global
AP35761,Global
AP35761.01,USA
AP35761.01,United States of America
AP32411.03,Global
AP32411.04,Global
AP32411.07,Global
AP14711,Global
AP36486,Italy
AP10931.04,Global
AP36080,Romania
AP35663,Global
AP15791,Global
AP18431,Global
AP36664,Italy
AP05732,Italy
AP28812,Brazil
AP04108,Peru
AP04023,Italy
AP04023.03,Italy
AP04037,Romania
AP04030,Spain
AP04030.07,Spain
AP36665,Colombia
AP35539.02,Colombia
AP35539,Colombia
AP35539,Panama
AP35539.03,Chile
AP35539.03,Colombia
AP26991.03,Chile
AP35539.01,Panama
DD00029,Global
AP17151.02,Spain
AP05691,Spain
AP05691,Portugal
AP05691.01,Spain
AP05691.04,Portugal
AP05691.03,Spain
AP05691.07,Spain
AP05691.02,Spain
AP05691.09,Spain
AP05691.08,Spain
AP05691.05,Portugal
AP35132.02,Global
AP36042,Colombia
AP04605,Spain
AP36812,Italy
AP36064,Chile
AP35889,Argentina
AP35979,Mexico
IT00073,Italy
AP04755,Global
AP04755.01,Global
AP36034.02,Brazil
AP36034.03,Chile
AP36034.05,Colombia
AP36034,Argentina
AP36034,Brazil
AP36034,Chile
AP36034,Colombia
IT06122,Spain
IT06122.02,Spain
IT05834,Chile
AP05292,Spain
AP11691,Colombia
IT03021,Italy
AP02281,Spain
IT00427,Italy
IT00427.01,Italy
IT00427.05,Italy
IT00427.03,Italy
IT00427.04,Italy
AP03937.05,Argentina
AP20551.04,Australia
AP32471,Italy
IT02321,Italy
AP32335,Spain
AP05280,Spain
AP05281,Spain
AP36559,Italy
AP36559.01,Italy
AP36559.02,Italy
AP36557,Italy
AP36558,Italy
AP36558.02,Italy
AP36558.01,Italy
AP36553,Spain
AP35672,United States of America
AP35672,Canada
AP35672,USA
AP04026.14,Italy
AP01925.02,Romania
AP35533,Spain
AP04983,Colombia
AP04143,Global
AP04881,Germany
AP36751,Brazil
AP04550.03,Italy
AP04550.02,Italy
IT05917,Peru
AP36484,Brazil
AP12554.04,Global
AP36308.04,Global
AP36340,Mexico
AP35917,Global
AP36035,Italy
AP03843,Global
IT00182,Italy
AP05081,Italy
AP36463,Spain
AP02276.02,Spain
AP02276.01,Spain
AP02276,Spain
AP05072,Spain
AP10371.04,Italy
AP35854,Argentina
AP35854,Chile
AP35854,Peru
AP35854,Colombia
AP12613,Brazil
AP12613.04,Brazil
AP09391,Argentina
AP03828,Brazil
AP03828.05,Brazil
AP04106,Chile
AP04106.05,Chile
AP03823,Colombia
AP03823.05,Colombia
IT05898,Peru
IT05898.05,Peru
AP03826,Brazil
AP03826.05,Brazil
AP04026,Italy
AP04040,Romania
AP04031,Spain
AP04031.06,Spain
AP04031.08,Spain
AP04031.07,Spain
AP04031.11,Spain
AP04031.05,Spain
AP04031.10,Spain
AP36253,Romania
AP35020,Chile
AP05462,Colombia
AP36794,Colombia
AP36628,Global
IT06123,Brazil
IT06123.02,Brazil
IT06123.03,Brazil
IT06123.01,Brazil
IT00196,Italy
AP04018,Romania
IT00196.04,Italy
AP36782,Peru
AP36781,Peru
AP36780,Peru
AP36466,Taiwan
AP07752,Spain
AP07752,Argentina
AP07752,Brazil
AP07752,Peru
AP07752,Chile
AP07752,Colombia
AP02124.22,Spain
AP02124.23,Spain
AP35054.10,Chile
AP31231,Italy
AP35138,Spain
AP30371,Spain
AP16791,Italy
AP02241,Italy
AP31514,Romania
AP31929,Global
IT06051,Peru
AP10371.06,Italy
AP06088,Global
AP06088.01,Global
AP06088.02,Global
AP16811,Italy
AP36784,Global
AP35648,Global
IT00034,Italy
AP24051,Brazil
AP26991,Chile
AP26991.11,Chile
AP26991.12,Chile
AP26991.13,Chile
AP26991.04,Chile
AP26991.14,Chile
AP26991.08,Chile
AP26991.15,Chile
AP26991.01,Chile
AP26991.09,Chile
AP26991.06,Chile
AP26991.07,Chile
AP26991.10,Chile
AP05152,Colombia
AP05152.25,Colombia
AP05152.03,Colombia
AP05152.04,Colombia
AP05152.01,Colombia
AP05152.05,Colombia
AP05152.02,Colombia
AP05152.09,Colombia
AP05152.10,Colombia
AP05152.11,Colombia
AP05152.12,Colombia
AP05152.14,Colombia
AP05152.16,Colombia
AP05152.17,Colombia
AP35744,Global
AP05152.18,Colombia
AP05152.19,Colombia
AP05152.21,Colombia
AP05152.22,Colombia
AP05152.23,Colombia
AP05152.24,Colombia
AP05152.26,Colombia
AP35752.01,Global
DL00004,Global
AP04013,Spain
AP04013.26,Spain
AP04013.25,Spain
AP04013.03,Spain
AP04013.04,Spain
AP04013.01,Spain
AP04013.05,Spain
AP04013.08,Spain
AP04013.09,Spain
AP04013.10,Spain
AP04013.11,Spain
AP04013.31,Spain
AP04013.12,Spain
AP04013.14,Spain
AP04013.32,Spain
AP04013.16,Spain
AP04013.17,Spain
AP04013.18,Spain
AP04013.19,Spain
AP04013.22,Spain
AP04013.23,Spain
AP05915,Italy
AP05915.01,Italy
AP05915.07,Italy
AP05915.02,Italy
AP05915.03,Italy
AP05915.05,Italy
AP04312.02,Global
AP05918,Peru
AP05918.19,Peru
AP05918.01,Peru
AP05918.02,Peru
AP05918.06,Peru
AP05918.07,Peru
AP05918.08,Peru
AP05918.09,Peru
AP05918.10,Peru
AP05918.11,Peru
AP05918.12,Peru
AP05918.13,Peru
AP05918.14,Peru
AP05918.15,Peru
AP05918.17,Peru
AP05918.18,Peru
AP05918.20,Peru
AP05833,Global
AP05502,Global
AP12593,Spain
AP35615.01,Global
AP35615,Global
DL00001,Global
DL00002,Global
AP35666,Global
AP35798,Spain
AP12891.03,Colombia
AP19551.01,Italy
AP12891.04,Australia
AP12891.04,Greece
AP12891.04,Italy
AP12891,Italy
AP12891.01,United States of America
AP12891.05,Romania
AP35778,Canada
AP35778,United States of America
AP35778,USA
AP35957,Italy
AP35957,Spain
AP36143,Brazil
SO00264,Global
AP35786.01,Italy
AP06571.02,Italy
AP06571.01,Italy
AP35786,Italy
AP35870,Global
AP35870.06,Brazil
AP35870.09,Costa Rica
AP35870.09,Guatemala
AP35870.09,Panama
AP35870.03,Chile
AP35870.05,Colombia
AP35870.11,Global
AP35870.10,Global
AP35870.02,Spain
AP35870.01,Italy
AP35870.08,USA
AP35870.08,Mexico
AP35870.08,United States of America
AP35870.04,Peru
AP35870.13,Romania
AP36364,Global
IT02741.01,Italy
AP07231.01,Italy
IT05630,Spain
AP06163,Global
AP06163.05,Global
AP06163.06,Global
AP06163.07,Global
AP06163.08,Global
AP06163.09,Global
AP01799,Colombia
AP01799.01,Colombia
AP36046,Chile
AP31832,Spain
IT00130,Italy
IT03641,Italy
AP09912,Italy
IT00117,Italy
AP36032,Chile
AP36726,Italy
AP36464,Spain
AP35964,Brazil
IT02801.02,Italy
IT02741,Italy
AP04079,Chile
IT05897.33,Spain
AP06068.03,Chile
AP06068.01,Peru
IT00481,Italy
IT00481.05,Italy
IT00481.06,Italy
AP04645,Romania
IT00481.03,Italy
