apm_code,country
AP28931,Brazil
AP36660,Brazil
AP14317,Brazil
AP35047,Brazil
AP36724,Brazil
AP35880,Brazil
AP04606,Chile
IT05897.34,Spain
AP04013.28,Spain
AP36762,Spain
AP03541.02,Portugal
AP03541.02,Spain
AP01977,Spain
AP36476,Spain
AP36476,Portugal
AP36838,Argentina
AP04483,Colombia
AP29111,Chile
SO00261,Global
AP06068,Colombia
AP06068,Chile
AP06068,Peru
IT06132,Spain
AP06280,Brazil
SO00247,Italy
AP06279,Chile
AP06282,Colombia
AP06281,Peru
AP35793.02,Peru
IT05691,Portugal
IT05691,Spain
AP35060,France
AP35060,Spain
AP04676,Spain
AP13911,Italy
AP28031,Italy
AP35935.01,Global
AP10371,Italy
AP25191,Italy
IT06054,Romania
AP17211,Italy
AP02272.01,Spain
IT06110,Spain
IT06110.11,Spain
IT06110.15,Spain
IT06110.17,Spain
IT06110.18,Spain
IT06110.16,Spain
IT06110.14,Spain
IT06110.12,Spain
AP36767,Italy
IT06110.13,Spain
IT06110.10,Spain
AP02272,Spain
AP02272.03,Spain
AP02272.02,Spain
AP02272.04,Spain
AP05114,Spain
AP05114,Portugal
IT04283.06,Italy
IT03061,Italy
AP35710,Argentina
AP31736,Global
IT06055,Portugal
IT06055,Spain
AP36279,Global
AP36244,Global
AP36244.01,Global
IT03281,Italy
IT06060,Spain
IT05978,Spain
AP14314,Brazil
AP01861,Italy
AP14315,Brazil
AP04440,Global
AP25671,Global
AP25671.01,Global
AP25671.02,Global
AP07353,Global
AP07353.06,Global
AP07353.08,Global
AP07353.04,Global
AP07353.01,Italy
AP07353.05,Global
AP07353.03,Italy
AP07353.02,Spain
SO00248,Spain
SO00248,Brazil
AP06952.01,Global
AP06952,Global
AP04404,Global
AP35996,Global
AP36009,Global
AP35623,Global
AP35623.01,Global
AP35623.22,Global
AP35623.03,Global
AP35623.18,Global
AP35623.19,Global
AP35623.15,Global
AP35623.12,Spain
AP35623.14,Spain
AP35623.08,Italy
AP35623.11,Brazil
AP35623.11,Colombia
AP35623.11,Chile
AP35623.11,Argentina
AP35623.11,Peru
AP35623.13,Argentina
AP35623.13,Brazil
AP35623.13,Peru
AP35623.13,Colombia
AP35623.13,Chile
AP35623.07,Global
AP35623.23,Global
AP35623.10,Romania
AP35623.17,Romania
AP35623.05,Romania
AP35623.16,Romania
AP35623.20,Romania
AP36555,Romania
AP35623.21,Romania
AP36262,Global
AP36262.05,Global
AP36262.06,Global
AP36262.03,Global
AP36262.04,Global
AP36262.02,Global
AP36262.01,Global
AP36312.02,Global
AP36764,Colombia
AP36312.01,Global
AP36323.22,Global
AP04261,Global
AP35617,Global
AP35709,Global
AP36312,Global
AP19591,Italy
AP19591.04,Italy
AP36323.23,Global
AP04364,Global
DD00097,Global
AP36752,Global
AP36752.01,Global
AP36752.02,Global
AP36749,Global
AP35040,Global
AP35023,Global
DD00076,Global
AP36323,Global
AP36323.26,Global
AP02018,Global
AP36312.03,Global
AP09451,Global
AP36702,Global
AP35536,Colombia
AP36701,Global
AP36640,Global
AP04551,Global
AP05200,Spain
AP05200,Italy
AP36123.11,Global
AP06161.24,Italy
AP04473.02,Chile
AP04473.01,Colombia
AP04473.03,Peru
AP35159,Spain
SO00205,Spain
AP07098,Global
AP35822,Brazil
AP31835.01,Global
IT05714,Spain
AP03954.01,Brazil
AP03954.02,Brazil
AP03952.02,Brazil
AP03952.01,Brazil
AP03954,Brazil
AP03952,Brazil
AP35641,Global
AP06493,Global
AP36797,Romania
AP36843,Global
AP35687,Global
AP36258.01,Global
AP35622,Global
SO00094,Global
AP35096,Global
AP36303,Global
AP02183,Italy
AP10831.01,Global
AP10831.03,Global
AP10831,Global
AP35589.01,Global
AP35589,Global
AP05014,Global
IT06419,Romania
AP05058.30,Italy
AP05058.29,Italy
AP05058.27,Italy
IT05780,Portugal
IT05780,Spain
AP36501.02,Chile
AP36501.01,Colombia
AP36330,Global
AP05313,Italy
AP36522,Global
AP36323.07,Greece
AP36312.30,Greece
AP25091.04,Colombia
AP25091.06,Colombia
AP25091.05,Colombia
AP25091,Colombia
AP25091.02,Colombia
AP25091.03,Colombia
AP25091.01,Colombia
AP35834.01,Colombia
AP35814,Global
AP36787,Colombia
AP36787,Brazil
SO00006,Global
SO00006.01,Global
SO00006.02,Global
AP36679,Global
AP35995,Global
AP36015,Global
AP36003,Global
SO00214,Global
SO00215,Global
SO00217,Global
SO00216,Global
AP06326.02,Portugal
AP06326.02,Spain
AP06326.04,Italy
IT00721,Global
AP06091.07,Global
AP36276.01,Spain
DL00003,Global
AP04415,Global
AP04415.33,Global
AP04415.22,Spain
AP04415.24,Global
AP04415.23,Global
AP04095,Brazil
AP13071,Global
AP06114,Panama
AP06114,Guatemala
AP06114,Mexico
AP06114,Costa Rica
AP36323.08,Guatemala
AP36312.31,Guatemala
AP02268,Spain
SO00102,Italy
AP01825,Global
AP01825.02,Global
AP01825.01,Global
IT05717,Global
AP30511,Italy
DD00082,Global
SO00226,Global
AP04034.02,Spain
AP04034.01,Spain
AP36513,Italy
AP36626,Spain
AP36473,Italy
AP36609,Spain
AP36680,Spain
AP36516,Italy
AP36608,Spain
AP36518,Italy
AP36515,Italy
AP36514,Italy
AP36625,Spain
AP13851,Global
AP08211.06,Global
AP23671,Spain
AP23671.01,Spain
AP23671.02,Spain
AP23671.03,Spain
AP23671.04,Spain
IT00530,Spain
IT00530.06,Spain
IT00530.07,Spain
IT00530.04,Spain
IT00530.03,Spain
IT00530.01,Spain
IT00530.02,Spain
DD00067,Global
AP05719,Argentina
AP04039,Brazil
AP05715,Chile
AP05717,Colombia
AP04027,Italy
AP05716,Peru
AP04041,Romania
AP04034,Spain
AP08711,Global
AP08711.01,Italy
AP08711.04,Chile
AP08711.04,Colombia
AP08711.04,Peru
AP08711.04,Argentina
AP08711.04,Brazil
AP08711.02,Spain
AP09512,Global
AP05026,Spain
IT05990.02,Portugal
IT05990.02,Spain
AP07231.04,Italy
IT00137,Italy
AP14992,Italy
AP08751.01,Italy
AP05874,Spain
AP36649,Brazil
AP36705,Italy
AP05709,Spain
AP05876,Spain
IT05857,Portugal
IT05857,Spain
AP36819,Italy
AP05064,Spain
AP05064,Portugal
AP36623,Global
AP08873,Greece
AP35041,United States of America
AP35041,USA
AP01983,Spain
AP01983.01,Spain
AP07872,Italy
AP07231,Italy
AP05050,Italy
AP05011,Italy
AP04771,Italy
AP06166,Italy
AP06792,Italy
AP04798,Italy
AP04782,Italy
AP04793,Italy
AP04802,Italy
AP06388,Global
AP05006,Italy
AP06167,Italy
AP04786,Italy
AP04794,Italy
AP04780,Italy
AP04791,Italy
AP04791,Romania
AP05009,Italy
AP04888,Italy
AP35571,Romania
AP36801,Italy
AP05352,Global
AP06390.01,Global
AP36025,United Kingdom
AP36025,Ireland
AP06331.24,Argentina
AP06331.10,Greece
AP06331.22,Romania
AP06331.06,Romania
AP06331.09,South Africa
AP06331.09,Kenya
AP06331.09,Zambia
AP06331.11,India
AP06331.23,Peru
AP06331.03,Peru
AP06331.04,Chile
AP06331.20,Chile
AP06331.01,Spain
AP06331.15,Spain
AP06331.15,Portugal
AP06331.15,France
AP06331.15,Netherlands
AP06331.18,Italy
AP06331.13,Costa Rica
AP06331.12,Guatemala
AP06331.07,Mexico
AP06331.14,Panama
AP06331.16,United States of America
AP06331.16,Canada
AP06331.16,USA
AP06331.05,Colombia
AP06331.19,Colombia
AP06331.02,Brazil
AP06331.21,Brazil
AP06331,Global
AP28871,Peru
DD00091,Global
DD00037,Global
AP35732,Spain
SO00105,Global
AP04754.19,Global
AP04754.20,Global
AP04754.B7,Global
AP36537,Chile
AP35553,Brazil
AP29631,Global
AP36700,Colombia
AP36700,Panama
AP36700,Guatemala
AP36700,Costa Rica
AP36700,Peru
AP29451,United States of America
AP29451,Panama
AP29451,Peru
AP29451,Guatemala
AP29451,Mexico
AP29451,Colombia
AP29451,Costa Rica
AP29451,Brazil
AP29451,Chile
AP29451,Spain
AP29451,Greece
AP29451,Argentina
AP29451,Italy
AP29451,USA
AP12991,Italy
IT00584,Italy
IT00076,Italy
IT00077,Italy
AP31312,Global
AP04919.25,Italy
AP04919.25,Spain
AP04919.25,Colombia
AP04919.25,Brazil
AP04919.25,Romania
AP04919.25,Chile
AP04919.25,Argentina
AP04919.25,Peru
AP04919.28,Italy
AP04919.28,Spain
AP04919.28,Colombia
AP04919.28,Brazil
AP04919.28,Romania
AP04919.28,Chile
AP04919.28,Argentina
AP04919.28,Peru
AP04919.27,Italy
AP04919.27,Spain
AP04919.27,Colombia
AP04919.27,Brazil
AP04919.27,Romania
AP04919.27,Chile
AP04919.27,Argentina
AP04919.27,Peru
AP04919.29,Italy
AP04919.29,Spain
AP04919.29,Colombia
AP04919.29,Brazil
AP04919.29,Romania
AP04919.29,Chile
AP04919.29,Argentina
AP04919.29,Peru
AP04919.26,Italy
AP04919.26,Spain
AP04919.26,Colombia
AP04919.26,Brazil
AP04919.26,Romania
AP04919.26,Chile
AP04919.26,Argentina
AP04919.26,Peru
AP04919.30,Italy
AP04919.30,Spain
AP04919.30,Colombia
AP04919.30,Brazil
AP04919.30,Romania
AP04919.30,Chile
AP04919.30,Argentina
AP04919.30,Peru
AP09173,Chile
AP09173,Colombia
AP09173,Brazil
AP09173,Peru
AP09173.02,Chile
AP09173.02,Colombia
AP09173.02,Brazil
AP09173.02,Peru
AP09173.01,Chile
AP09173.01,Colombia
AP09173.01,Brazil
AP09173.01,Peru
AP28034,Italy
AP06174,Global
AP04696.08,Global
AP04261.31,Global
AP36323.24,Global
AP04696.07,Global
AP08012,Global
AP06923,Italy
AP22131,Spain
IT05897.11,Spain
AP09991,Spain
AP02243,Spain
SO00150,Spain
AP35864.01,Brazil
AP30832,Brazil
AP36707,Global
AP36704,Italy
AP16871,Italy
AP16891,Italy
AP04696.04,Italy
IT04901,Italy
AP32032,Italy
AP14412.03,Global
AP36583,Spain
AP36816,Global
AP01960,Spain
AP01960,Colombia
AP18331,Global
AP03641.01,Spain
IT06007,Portugal
IT06007,Spain
AP36210,Global
AP35922,Brazil
AP28111.07,Spain
AP36460,Spain
IT05021,Italy
AP10931.16,Spain
AP10931.16,Italy
AP10931.22,Italy
AP10931.22,Spain
AP04261.30,Global
AP04261.43,Global
AP04261.35,Global
AP04261.36,Global
AP04261.01,Global
AP04261.02,Global
AP04261.04,Global
AP04261.03,Global
AP04261.05,Global
AP04261.25,Global
AP04261.20,Global
AP04261.22,Global
AP04261.21,Global
AP04261.19,Global
AP04261.33,Global
AP04261.28,Global
AP04261.34,Global
AP04261.06,Global
AP04261.47,Global
AP04261.27,Global
AP04261.07,Global
AP04261.09,Global
AP04261.11,Global
AP04261.32,Global
AP04261.12,Global
AP04261.13,Global
AP04261.40,Global
AP04261.50,Global
AP04261.51,Global
AP04261.14,Global
AP04261.15,Global
AP04261.16,Global
AP04261.17,Global
AP04261.41,Global
AP04261.37,Global
AP04261.38,Global
AP04261.39,Global
AP04261.29,Global
AP04261.45,Global
IT00147.03,Chile
AP04261.46,Global
AP04261.52,Global
AP04261.26,Global
AP04261.54,Global
AP35603,Global
AP36323.09,India
AP36810,Global
IT04941.17,Italy
AP04178,Spain
AP36756,Italy
AP36756.01,Italy
AP05293,Spain
IT05890.03,Spain
AP05394,Spain
AP36641,Italy
AP35123,Global
IT05788,Colombia
AP05041.05,Global
AP10131,Global
AP05490,Global
AP32512,Spain
IT00147.07,Argentina
IT00147.04,Brazil
IT00147.05,Colombia
IT00147.08,Costa Rica
IT00147.10,Guatemala
IT00147.02,Spain
IT00147.01,Italy
IT00147.12,Global
IT00147.09,Panama
IT00147.06,Peru
IT05702,Chile
AP36739,Colombia
AP36739,Panama
AP36739,Guatemala
AP36739,Costa Rica
AP36739,Peru
AP36007,Global
AP10911,Global
IT06149,Chile
AP36853,Spain
AP14320,Brazil
AP14320.01,Brazil
AP35864,Brazil
DD00066,Global
AP03621,Spain
AP35911,Brazil
AP36133,Italy
AP06095.05,Global
AP35157,Italy
IT05708,Spain
AP36324,Global
AP31991,Global
AP36719,Global
AP12471.03,Spain
AP36149,Italy
AP01761,Brazil
AP35767,Global
AP10013,Colombia
AP07872.69,Italy
AP35031.02,Global
AP35031.01,Global
AP35031,Global
AP14412,Global
AP14412.01,Global
AP03931,Peru
AP05422,Spain
AP31292,Global
AP29732,Global
AP29732.01,Global
AP35650,Italy
AP36594,Global
AP29411,Italy
AP36695,Global
AP36180,Global
IT00132,Italy
AP05772.05,Italy
AP04096,Brazil
IT01541,Italy
AP36181,Global
AP13311,United States of America
AP13311,USA
IT06002,Colombia
AP13071.02,Global
AP36312.05,Italy
AP35617.01,Italy
AP35709.01,Italy
AP36323.18,Italy
AP36323.19,Italy
AP36312.07,Italy
AP36312.04,Italy
AP36323.33,Italy
AP36323.32,Italy
AP36323.29,Italy
AP36323.20,Italy
AP36323.31,Italy
AP36323.28,Italy
AP36323.34,Italy
AP36323.21,Italy
AP36323.30,Italy
AP36323.17,Italy
AP35621,Global
AP31957,Global
AP36826.01,Global
AP10292.04,Global
AP36802,Global
AP35820,Brazil
AP35820.02,Brazil
AP35820.01,Brazil
AP35820.03,Brazil
AP35929,Argentina
AP36129.01,Spain
AP35667,United States of America
AP35667,Canada
AP35667,USA
AP02691,Italy
AP25851.03,Brazil
AP25851,Brazil
AP25851.01,Brazil
AP25851.02,Brazil
AP35853,Global
AP05687,Romania
AP28671.02,Global
AP10392,Global
AP36238,Global
AP35699,Italy
AP35699.01,USA
AP35714,Global
AP35714.01,USA
AP36474,Italy
AP35944,USA
AP35944,United States of America
AP36818,India
IT01042,Italy
AP16011,Italy
IT05990.01,Portugal
IT05990.01,Spain
AP07671,Global
AP20211,Colombia
AP36095,Global
AP02222.04,Spain
AP02222.06,Spain
AP02222.03,Spain
AP02222.05,Spain
AP02222.01,Spain
AP02222.02,Spain
AP02222,Spain
SO00259,Global
AP15951,Italy
AP14611,Global
AP36554,Spain
AP10831.02,Global
AP30371.01,Spain
AP35770,Global
AP16451,Italy
AP36777,Brazil
AP31911.01,Global
AP35058.01,Italy
AP09433,Italy
AP35510,Global
AP35611,Argentina
AP35611.01,Argentina
AP06952.02,Global
AP36214,USA
AP36214,Brazil
AP36214,European Union
DD00062,Global
AP31871,Global
AP36327,Global
AP02269,Spain
IT05890.02,Spain
AP35773,Spain
AP05508,Spain
AP36405,Chile
AP36833,Spain
AP36545,Global
AP36299,Brazil
AP04714,Global
AP05710,Spain
AP35731,Colombia
AP35708,Colombia
IT04283.02,Italy
AP04557,Brazil
AP04554,Peru
AP04002,Spain
IT02181,Italy
IT02181,Romania
IT05992,Portugal
IT05992,Spain
AP31471,Romania
AP22671,Greece
AP22211,South Africa
AP36360,Argentina
AP36560,Global
DD00039,Global
AP01918,Romania
DD00074,Global
AP17151.01,Spain
AP17092,Italy
IT06366.02,Italy
AP04482,Colombia
DD00078,Global
AP04761.44,Italy
AP04761.47,Italy
AP04761.46,Italy
AP04761.45,Italy
AP32399,United States of America
AP32399,USA
AP01711.10,Argentina
AP03584,France
AP16551,Italy
AP17111,Italy
AP36572,Global
AP36241,USA
AP36241,Canada
AP09451.03,Global
AP09451.06,Global
IT06377,Romania
IT06377.01,Romania
AP35161,Italy
DD00038,Global
AP29591,Global
AP06163.03,Global
AP35730,Global
AP36761,Italy
IT05931,Colombia
AP36839,Global
AP32552,Colombia
AP05058.08,Italy
AP05058.32,Italy
AP05058.09,Italy
AP05060.11,Romania
AP05060.10,Romania
AP05058.10,Italy
AP05058.33,Italy
AP09411,Colombia
AP05058.11,Italy
AP05058.12,Italy
AP04473,Chile
AP04473,Peru
AP04473,Colombia
SO00240,Italy
DD00085,Global
AP36448,Italy
AP36502,Brazil
SO00232,Global
SO00207,Spain
AP36503,Chile
AP04872,Romania
DD00077,Global
DD00077.01,Global
AP05200.03,Canada
AP05200.03,United States of America
AP02279,Spain
AP32400,Italy
AP22051,Global
AP13571,Romania
AP04948.01,Global
AP04948.06,Global
AP04948,Global
AP04948.03,Italy
AP04948.03,Brazil
AP04948.03,Spain
AP04948.07,Global
AP05552.03,Global
AP05552.01,Global
AP15791.01,Global
AP36805,Italy
AP36313,Global
AP36001,Global
AP21831.05,Italy
AP21831.04,Italy
AP04748,Spain
AP29031,Chile
AP12891.02,Italy
AP12891.02,Spain
AP04952,Italy
AP04952,Spain
AP04952,Colombia
AP04952,Brazil
AP04952.02,Italy
AP04952.01,Italy
AP04952.04,Spain
AP04952.03,Spain
AP32397.26,Australia
AP32397.26,Japan
AP32397.26,Taiwan
AP32397.26,Singapore
AP32397.26,New Zealand
AP32397.26,Republic of Korea
AP12471.04,Spain
AP32296,Brazil
AP04399.02,Italy
AP04399.02,Spain
AP04399.01,Italy
AP04399.01,Spain
SO00260,Global
AP06390,Global
AP36197,Global
AP36197.03,Italy
AP36197.01,Romania
AP36197.02,Spain
AP04826,Global
AP18691.01,Global
AP04826.04,Global
AP18691.02,Global
AP18691,Global
AP32404,Global
AP32403,Global
AP35756,Global
AP05352.14,Global
AP04745,Global
AP32401,Global
AP35148,Global
AP20571,Global
SO00095,Global
AP35915,Global
AP32132,Global
AP32132.01,Global
AP32132.02,Global
AP07632,Global
AP36030,Argentina
AP35954,Brazil
AP35956,Chile
AP35973,Colombia
AP35934,USA
AP35934,Canada
AP35934,United States of America
AP36200,Global
AP10771,Italy
AP35952,Mexico
AP36036,Peru
AP35953,Spain
AP35914,Italy
SO00113,Italy
SO00113,Spain
AP36186,Italy
AP32132.03,Global
IT06366.24,Italy
IT06366.25,Italy
IT06366.14,Italy
AP09151,Global
AP06390.09,Global
AP06390.11,Global
AP06390.04,Chile
AP06390.08,Global
AP06390.07,Global
AP06390.02,Italy
AP06390.05,Peru
AP06390.10,Global
AP06390.12,Global
AP06390.03,Spain
AP35974,Global
AP05352.16,Global
AP04026.27,Global
AP04026.28,Italy
AP04031.17,Spain
AP04026.29,Italy
AP35854.04,Chile
AP35854.03,Colombia
AP04031.13,Spain
AP04026.30,Global
AP06924,Global
AP04026.31,Global
AP04026.42,Global
AP04026.32,Italy
AP04026.33,Global
AP04031.12,Spain
AP04026.34,Italy
AP04026.35,Italy
AP36222,Spain
AP36222,Portugal
AP04026.36,Italy
AP04031.14,Spain
AP04026.44,Italy
AP04031.20,Spain
SO00239,Global
AP04026.24,Italy
AP04031.16,Spain
AP04026.37,Italy
AP35854.06,Chile
AP35854.05,Colombia
IT05990.07,Spain
AP05308,Spain
AP05316,Spain
DD00030,Global
AP35592,Global
AP24532.08,Brazil
AP36630,Argentina
AP29511,Global
AP35965,USA
AP35965,Canada
AP35965,United States of America
IT06066,Colombia
AP04415.44,Global
AP02014,Chile
AP35886,Argentina
SO00086,Italy
AP03584.02,France
AP35028,Spain
AP36229,Mexico
AP04026.43,Global
AP35854.14,Chile
AP35854.13,Colombia
AP04384.03,Italy
AP04384.02,Italy
AP04384.01,Italy
AP04384,Italy
AP09491,South Africa
AP36738,Colombia
AP36738,Guatemala
AP36738,Costa Rica
AP36738,Panama
AP36738,Peru
AP36323.10,Mexico
AP36041,Brazil
AP31652.09,Global
AP35671,Chile
AP35671,Peru
AP35671,Colombia
AP36247,Global
AP04415.29,Global
AP04415.19,Global
AP04415.45,Global
AP04415.35,Global
AP04415.16,Global
AP04415.27,Global
AP04415.41,Global
AP04415.28,Global
AP04415.36,Global
AP04415.40,Global
AP04415.38,United States of America
AP04415.20,Global
AP04415.43,Global
AP04415.42,Global
AP04415.34,Global
AP04415.18,Global
AP04415.37,Global
AP09051,Brazil
AP04698,Global
IT00681,Italy
IT00681.14,Italy
IT00681.09,Italy
IT00681.16,Italy
IT00681.08,Italy
IT00681.07,Italy
IT00681.01,Italy
IT00681.04,Italy
IT00681.02,Italy
IT00681.03,Italy
IT00681.05,Italy
IT00681.17,Italy
IT00681.06,Italy
IT00681.12,Italy
AP16491,Italy
AP04415.12,Italy
AP06512.05,Italy
AP32174.02,Global
AP32452,Global
AP36169,Spain
AP36169,Portugal
AP36169.01,Spain
AP36169.01,Portugal
AP36169.02,Spain
AP36169.02,Portugal
AP35070,Spain
AP07097,Italy
AP07097.09,Italy
AP07097.08,Italy
AP09051.01,Brazil
AP35051,Global
SO00227,Global
AP36179.07,Brazil
AP36179.04,Chile
AP36179.05,Colombia
AP36179,Global
AP01892,Italy
AP01892.01,Italy
AP36179.02,Brazil
AP36179.02,Chile
AP36179.02,Colombia
AP36179.02,Peru
SO00227.01,Global
AP36179.06,Peru
AP36179.08,Brazil
AP36179.01,Romania
AP36179.03,Romania
AP36179.10,Brazil
AP04031.01,Spain
AP04031.03,Spain
AP35053,Global
AP36226,Italy
AP02124.21,Spain
AP36169.07,Spain
AP02260.11,Spain
AP35160,Italy
AP36793,Colombia
AP36851,Global
AP04949,Italy
AP04949.01,Italy
IT00083,Romania
AP02260.12,Spain
IT02801.01,Italy
AP04030.04,Spain
DD00052,Global
AP02241.02,Italy
AP04704.01,Global
AP07872.32,Italy
AP36085,Brazil
AP35077,Brazil
AP27511,Brazil
AP36788,Italy
AP36063,Chile
AP04693.06,Global
AP04693.04,Global
IT00901,Italy
AP04693,Global
AP04693.11,Global
AP04693.02,Global
AP04693.09,Global
AP36024,Brazil
IT00229,Italy
IT05719,Spain
AP05992,Spain
AP06014,Spain
AP05991,Spain
AP06016,Spain
AP05996,Spain
AP05023,Romania
AP05023.01,Romania
AP05023.02,Romania
AP05023.03,Romania
AP16471,Italy
AP35842,Italy
AP10151,Italy
AP36743,Global
AP06289,Chile
AP06289,Argentina
AP06289,Brazil
AP06289,Peru
AP06289,Colombia
AP06289.04,Argentina
AP06289.02,Brazil
AP06289.01,Chile
AP06289.05,Colombia
AP05113.06,Italy
AP06289.03,Peru
AP35697,Global
AP35801,Italy
AP35801.01,Italy
AP35800,Global
AP35800.01,Global
AP04268,Global
AP05315,Global
IT00528.02,Global
AP01916.09,Romania
AP01916.01,Romania
AP01916.10,Romania
AP01916.06,Romania
AP01916.05,Romania
AP01916,Romania
AP01916.02,Romania
AP01916.08,Romania
AP36089,Italy
AP36089.01,Global
AP36462,Italy
AP35006,Global
AP35006.01,Global
AP05909,Spain
AP36747,Italy
AP35046,Spain
SO00085,Global
IT06366.21,Italy
SO00213,United States of America
AP35155,United States of America
AP35155,Canada
AP35155,USA
AP35775.04,Global
AP35503,United States of America
AP35503,Canada
AP35503,USA
AP26491,United States of America
AP36523,USA
AP35910,United States of America
AP35910,USA
AP35909,United States of America
AP35909,USA
AP35509,Italy
IT03841,Italy
AP36511,Spain
AP31851,Italy
AP21271,Brazil
AP04860,Italy
AP04774,Italy
AP36820,Chile
AP35802,Global
AP35152,Brazil
AP35152.03,Brazil
AP35152.04,Brazil
AP35154.03,Chile
AP35154.04,Chile
AP35154.01,Colombia
AP35154.02,Colombia
AP35153,Italy
AP35153,Spain
AP35153,Romania
AP35153.01,Italy
AP35153.02,Italy
AP35154,Argentina
AP35154,Chile
AP35154,Colombia
AP35154,Peru
AP35154.05,Peru
AP35154.06,Peru
AP35152.05,Brazil
AP35152.06,Brazil
AP35153.05,Romania
AP35153.06,Romania
AP35152.01,Brazil
AP35152.02,Brazil
AP35153.03,Spain
AP35153.04,Spain
AP01895,Italy
AP01895.02,Italy
AP36016,Global
AP04693.12,Global
AP35809,Italy
AP36213,Global
AP36807,Spain
SO00256,Global
AP05027,Global
AP36354,Brazil
AP35727,Brazil
AP35072,Italy
AP07171,Italy
AP36068,Global
AP21732,Global
AP21732.15,Global
AP21732.08,Global
AP21732.02,Global
AP21732.18,Global
AP21732.20,Global
AP21732.10,Global
AP21732.06,Global
AP21732.16,Global
AP21732.11,Global
AP21732.17,Global
AP21732.03,Global
AP21732.05,Global
AP21732.04,Global
AP21732.14,Global
AP21732.09,Global
AP21732.12,Global
AP36040,Chile
AP01746,Brazil
AP35775,Global
AP35775.01,Global
AP35775.02,Global
AP35775.03,Global
AP30791,Portugal
AP30791,Spain
AP36031,USA
AP36031,Canada
AP36031,United States of America
AP04304,Italy
AP04304,Spain
AP04304,Chile
AP04304,Colombia
AP04304,Brazil
AP04304,Argentina
AP04304,Peru
AP04304,Romania
AP04304.01,Italy
AP04304.01,Spain
AP04304.01,Chile
AP04304.01,Colombia
AP04304.01,Brazil
AP04304.01,Argentina
AP04304.01,Peru
AP04304.01,Romania
AP36635,Peru
AP35892,Argentina
AP35745,Global
AP35878,United States of America
AP35878,USA
AP20551.03,USA
IT06381,Portugal
IT06381,Spain
IT06069,Brazil
AP17251,Italy
IT06172.03,Spain
AP36530,Global
AP36530.01,USA
SO00255,Spain
AP36192,Colombia
AP35765,Peru
AP36500,Chile
IT03801,Italy
AP04061,Romania
IT03801.08,Italy
IT03801.09,Italy
AP36783,Italy
AP35520.01,Global
AP35520.04,Global
AP35520.05,Global
AP35520.02,Global
AP35520.03,Global
AP35520,Global
AP35515,Spain
AP35515,Portugal
AP28671.01,Global
AP28671.06,Global
AP35001,Global
AP08991,Spain
AP01716,Argentina
AP17131,Italy
AP36422,Global
AP35753,Chile
AP36058,Mexico
AP36825,USA
AP36825,Canada
AP35977,United States of America
AP35977,Canada
AP35977,USA
AP35054.02,Chile
AP35054.04,Brazil
AP35054.09,Chile
AP35054.07,Brazil
AP35054.06,Brazil
AP35054.01,Colombia
AP35054.03,Peru
AP35054,Chile
AP35054,Argentina
AP35054,Brazil
AP35054,Peru
AP35054,Colombia
AP05772.03,Italy
AP36335,Mexico
AP36429,Brazil
SO00176.03,Global
SO00176,Global
SO00176.01,Global
SO00176.02,Global
AP36813,Brazil
AP36685,Global
AP36287,Global
AP05701,Italy
AP06453,Italy
AP06453.01,Italy
AP06453.02,Italy
AP16571,Italy
AP36715,Brazil
AP36284,Chile
AP36286,Colombia
AP30931,Spain
AP35072.01,Italy
AP36285,Peru
AP36242,Global
SO00206,Global
AP36798,Italy
AP35868,Global
AP08911,Italy
AP36211,Colombia
DD00046,Global
DD00075,Global
AP36821,Peru
AP10471,Spain
AP10471,France
AP10471,Portugal
AP28671.05,Global
AP28671.03,Global
AP20571.01,Global
AP20571.02,Global
AP28671,Global
SO00242,Global
AP36548,Global
AP36129,Spain
AP35137,Spain
AP03892,Italy
AP36849,Global
AP36849.01,Global
AP28012,Global
AP36304,Brazil
AP04270,Spain
IT00185,Global
IT00185.27,Global
IT00185.08,Brazil
IT00185.05,Chile
IT00185.19,Chile
IT00185.09,Colombia
IT00185.22,Colombia
IT00185.24,Costa Rica
IT00185.11,Greece
IT00185.10,Guatemala
IT00185.03,Spain
IT00185.17,Spain
IT00185.02,Italy
IT00185.01,Italy
IT00185.25,Mexico
IT00185.26,United States of America
IT00185.26,USA
IT00185.23,Panama
IT00185.06,Peru
IT00185.20,Peru
IT00185.28,Global
AP36282,Global
AP36634,Spain
IT05859,Argentina
IT06150,Brazil
IT05649,Chile
IT06010,Colombia
IT06012,Peru
IT05859.01,Argentina
IT06012.01,Peru
AP36769,Spain
AP36772,Brazil
AP36323.11,Panama
AP36312.29,Panama
AP14871,Colombia
AP09811,Italy
AP36062,Colombia
AP01761.01,Brazil
AP36355,Spain
AP31735,Global
AP35720,Italy
AP05905,Global
AP03721,Italy
IT06561,Italy
IT06581,Italy
AP19151,Global
AP35704,Italy
AP36778,Brazil
IT06011,Italy
AP10491,Spain
AP10491,France
AP10491,Portugal
AP11992,Italy
AP20531,Italy
AP20531.01,Italy
AP35660,Italy
DD00104,Global
AP05352.02,Global
AP05352.09,Global
DD00057,Global
AP29291,Colombia
AP35606,Global
AP35606.01,Global
AP31112,Global
AP31112.03,Global
IT05724,Brazil
AP35709.06,Peru
AP36323.12,Peru
AP36312.23,Peru
AP36312.22,Peru
AP36753,Brazil
AP35045,Spain
AP35066.01,United States of America
AP35066.01,USA
IT04283.03,Italy
AP31964,United States of America
